"unique_id","COSEWIC common name","COSEWIC population","COSEWIC status","COSEWIC last assessment date","Scientific name","Legal common name","Legal population","Schedule status","Last status change","SARA schedule","Date added","Range","Taxonomic group","Under consideration for","GIC decision","Domain","Estimated re-assessment"
"Fal_per_gen","Peregrine Falcon anatum subspecies","general","Non-active",2007-04-22,"Falco peregrinus anatum","Peregrine Falcon anatum subspecies",NA,"No Status",2013-03-08,"No schedule",2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon","Birds",NA,"Struck - WS reassignment","Terrestrial",2017-04-22
"Fal_per_gen","Peregrine Falcon anatum/tundrius","general","Not at Risk",2017-11-01,"Falco peregrinus anatum/tundrius","Peregrine Falcon anatum/tundrius",NA,"No Status",2023-02-15,"No schedule",2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon","Birds",NA,"Delisted: Special Concern to not at risk","Terrestrial",2027-11-01
"Fal_per_gen","Peregrine Falcon pealei subspecies","general","Special Concern",2017-11-01,"Falco peregrinus pealei","Peregrine Falcon pealei subspecies",NA,"Special Concern",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Birds",NA,"Added to list","Terrestrial",2027-11-01
"Cep_aus_gen","Phantom Orchid","general","Endangered",2014-11-28,"Cephalanthera austiniae","Phantom Orchid",NA,"Endangered",2019-02-25,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Uplisted: Threatened to endangered","Terrestrial",2024-11-28
"Aph_pin_gen","Pine Broomrape","general","Endangered",2024-05-09,"Aphyllon pinorum","Pine Broomrape",NA,"No Status",NA,"No schedule",NA,"British Columbia","Vascular Plants","Addition","Pending","Terrestrial",2034-05-09
"Abr_umb_gen","Pink Sand-verbena","general","Endangered",2004-05-01,"Abronia umbellata","Pink Sand-verbena",NA,"Endangered",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2014-05-01
"Ard_cre_gen","Pink-footed Shearwater","general","Endangered",2016-11-27,"Ardenna creatopus","Pink-footed Shearwater",NA,"Endangered",2019-05-22,"Schedule 1",2005-07-14,"British Columbia, Pacific Ocean","Birds",NA,"Uplisted: Threatened to endangered","Terrestrial",2026-11-27
"Occ_imp_gen","Pixie Poacher","general","Non-active",2001-11-01,"Occella impi",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Fishes (marine)",NA,NA,"Aquatic",2011-11-01
"Bis_bis_gen","Plains Bison","general","Threatened",2013-11-01,"Bison bison bison","Plains Bison",NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Saskatchewan","Mammals (terrestrial)","Addition","Pending","Terrestrial",2023-11-01
"Fis_pau_gen","Poor Pocket Moss","general","Endangered",2022-12-03,"Fissidens pauperculus","Poor Pocket Moss",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Mosses",NA,"Added to list","Terrestrial",2032-12-03
"Hap_mac_gen","Porsild's Bryum","general","Threatened",2017-11-01,"Haplodontium macrocarpum","Porsild's Bryum",NA,"Threatened",2011-02-04,"Schedule 1",2011-02-04,"Alberta, British Columbia, Newfoundland and Labrador, Nunavut","Mosses",NA,"Added to list","Terrestrial",2027-11-01
"Fal_mex_gen","Prairie Falcon","general","Not at Risk",1996-04-01,"Falco mexicanus",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Saskatchewan","Birds",NA,NA,"Terrestrial",2006-04-01
"Lup_lep_gen","Prairie Lupine","general","Endangered",2009-04-26,"Lupinus lepidus","Prairie Lupine",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2019-04-26
"Cry_dev_gen","Puget Oregonian","general","Extirpated",2013-05-03,"Cryptomastix devia","Puget Oregonian",NA,"Extirpated",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Molluscs",NA,"Added to list","Terrestrial",2023-05-03
"San_bip_gen","Purple Sanicle","general","Threatened",2001-05-01,"Sanicula bipinnatifida","Purple Sanicle",NA,"Threatened",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2011-05-01
"Ele_atr_gen","Purple Spikerush","general","Non-active",2008-04-25,"Eleocharis atropurpurea","Purple Spikerush",NA,NA,NA,"No schedule",NA,"British Columbia","Vascular Plants",NA,NA,"Terrestrial",2018-04-25
"Fis_exi_gen","Pygmy Pocket Moss","general","Not at Risk",2016-04-29,"Fissidens exilis","Pygmy Pocket Moss",NA,"No Status",2019-02-25,"No schedule",2006-08-15,"British Columbia, Nova Scotia, Ontario, Quebec","Mosses",NA,"Delisted: Special Concern to not at risk","Terrestrial",2026-04-29
"Phr_dou_gen","Pygmy Short-horned Lizard","general","Extirpated",2018-11-01,"Phrynosoma douglasii","Pygmy Short-horned Lizard",NA,"Extirpated",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Reptiles",NA,"Added to list","Terrestrial",2028-11-01
"Koo_bur_gen","Pygmy Slug","general","Special Concern",2016-04-29,"Kootenaia burkei","Pygmy Slug",NA,"Special Concern",2019-02-25,"Schedule 1",2019-02-25,"British Columbia","Molluscs",NA,"Added to list","Terrestrial",2026-04-29
"Kog_bre_gen","Pygmy Sperm Whale","general","Not at Risk",1994-04-01,"Kogia breviceps",NA,NA,"No Status",NA,"No schedule",NA,"Atlantic Ocean, Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2004-04-01
"Pro_cou_Pac","Pygmy Whitefish","Pacific population","Not at Risk",2016-11-27,"Prosopium coulterii",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Yukon","Fishes (freshwater)",NA,NA,"Aquatic",2026-11-27
"Pro_cou_Sou","Pygmy Whitefish","Southwestern Yukon Beringian population","Data Deficient",2016-11-27,"Prosopium coulterii",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Yukon","Fishes (freshwater)",NA,NA,"Aquatic",2026-11-27
"Pro_cou_Wes","Pygmy Whitefish","Western Arctic population","Not at Risk",2016-11-27,"Prosopium coulterii",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Northwest Territories","Fishes (freshwater)",NA,NA,"Aquatic",2026-11-27
"Seb_mal_gen","Quillback Rockfish","general","Threatened",2009-11-27,"Sebastes maliger","Quillback Rockfish",NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2019-11-27
"Eri_blo_gen","Rabbit-brush Goldenweed","general","Data Deficient",1997-04-01,"Ericameria bloomeri",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Vascular Plants",NA,NA,"Terrestrial",2007-04-01
"Las_gla_gen","Rayless Goldfields","general","Endangered",2008-04-25,"Lasthenia glaberrima","Rayless Goldfields",NA,"Endangered",2010-02-23,"Schedule 1",2010-02-23,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2018-04-25
"Cal_can_gen","Red Knot roselaari subspecies","general","Threatened",2020-11-04,"Calidris canutus roselaari","Red Knot roselaari subspecies",NA,"No Status",NA,"No schedule",NA,"British Columbia, Yukon","Birds","Addition","Pending","Terrestrial",2030-11-04
"Cal_can_gen","Red Knot roselaari type","general","Non-active",2020-11-04,"Calidris canutus roselaari type","Red Knot roselaari type",NA,"Threatened",2010-02-23,"Schedule 1",2010-02-23,"British Columbia, Northwest Territories, Yukon","Birds",NA,"Added to list","Terrestrial",2030-11-04
"Pod_gri_gen","Red-necked Grebe","general","Not at Risk",1982-04-01,"Podiceps grisegena",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon","Birds",NA,NA,"Terrestrial",1992-04-01
"Pha_lob_gen","Red-necked Phalarope","general","Special Concern",2014-11-28,"Phalaropus lobatus","Red-necked Phalarope",NA,"Special Concern",2019-05-22,"Schedule 1",2019-05-22,"Alberta, Arctic Ocean, Atlantic Ocean, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Pacific Ocean, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds",NA,"Added to list","Terrestrial",2024-11-28
"But_jam_gen","Red-tailed Hawk","general","Not at Risk",1995-04-01,"Buteo jamaicensis",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds",NA,NA,"Terrestrial",2005-04-01
"Eub_gla_gen","Right Whale","general","Non-active",2003-05-01,"Eubalaena glacialis","Right Whale",NA,NA,NA,NA,NA,"Atlantic Ocean, Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2013-05-01
"Bar_apr_gen","Rigid Apple Moss","general","Threatened",2023-12-01,"Bartramia aprica","Rigid Apple Moss",NA,"Endangered",NA,"Schedule 1",2003-06-05,"British Columbia","Mosses","Status change","Pending","Terrestrial",2033-12-01
"Pus_his_gen","Ringed Seal","general","Special Concern",2019-11-29,"Pusa hispida","Ringed Seal",NA,"No Status",NA,"No schedule",NA,"Arctic Ocean, Atlantic Ocean, Manitoba, Newfoundland and Labrador, Northwest Territories, Nunavut, Ontario, Pacific Ocean, Quebec, Yukon","Mammals (marine)","Addition","Pending","Aquatic",2029-11-29
"Gra_gri_gen","Risso's Dolphin","general","Not at Risk",1990-04-01,"Grampus griseus",NA,NA,"No Status",NA,"No schedule",NA,"Atlantic Ocean, Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2000-04-01
"Acr_col_Wes","Rocky Mountain Capshell","Western population","Not at Risk",2001-11-01,"Acroloxus coloradensis",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia","Molluscs",NA,NA,"Aquatic",2011-11-01
"Gon_ang_gen","Rocky Mountain Ridged Mussel","general","Endangered",2010-11-26,"Gonidea angulata","Rocky Mountain Ridged Mussel",NA,"Special Concern",NA,"Schedule 1",2005-07-14,"British Columbia","Molluscs","Status change","Pending","Aquatic",2020-11-26
"Cot_sp._Pac","Rocky Mountain Sculpin","Pacific population","Special Concern",2019-11-29,"Cottus sp.","Rocky Mountain Sculpin","Westslope population","Special Concern",2017-04-13,"Schedule 1",2017-04-13,"British Columbia","Fishes (freshwater)",NA,"Added to list","Aquatic",2029-11-29
"Asc_mon_gen","Rocky Mountain Tailed Frog","general","Threatened",2013-11-01,"Ascaphus montanus","Rocky Mountain Tailed Frog",NA,"Threatened",2018-02-02,"Schedule 1",2003-06-05,"British Columbia","Amphibians",NA,"Downlisted: Endangered to threatened","Terrestrial",2023-11-01
"Bro_roe_gen","Roell's Brotherella Moss","general","Endangered",2010-11-26,"Brotherella roellii","Roell's Brotherella Moss",NA,"Endangered",2018-05-30,"Schedule 1",2018-05-30,"British Columbia","Mosses",NA,"Added to list","Terrestrial",2020-11-26
"Ort_bra_gen","Rosy Owl-clover","general","Endangered",2004-05-01,"Orthocarpus bracteosus","Rosy Owl-clover",NA,"Endangered",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2014-05-01
"Eur_rad_gen","Rough-leaved Aster","general","Threatened",2024-05-09,"Eurybia radulina","Rough-leaved Aster",NA,"No Status",NA,"No schedule",NA,"British Columbia","Vascular Plants","Addition","Pending","Terrestrial",2034-05-09
"But_lag_gen","Rough-legged Hawk","general","Not at Risk",1995-04-01,"Buteo lagopus",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Manitoba, Newfoundland and Labrador, Northwest Territories, Nunavut, Ontario, Quebec, Yukon","Birds",NA,NA,"Terrestrial",2005-04-01
"Seb_sp._gen","Rougheye Rockfish type I","general","Special Concern",2007-04-22,"Sebastes sp. type I","Rougheye Rockfish type I",NA,"Special Concern",2009-03-05,"Schedule 1",2009-03-05,"Pacific Ocean","Fishes (marine)",NA,"Added to list","Aquatic",2017-04-22
"Seb_sp._gen","Rougheye Rockfish type II","general","Special Concern",2007-04-22,"Sebastes sp. type II","Rougheye Rockfish type II",NA,"Special Concern",2009-03-05,"Schedule 1",2009-03-05,"Pacific Ocean","Fishes (marine)",NA,"Added to list","Aquatic",2017-04-22
"Eup_car_gen","Rusty Blackbird","general","Special Concern",2017-04-28,"Euphagus carolinus","Rusty Blackbird",NA,"Special Concern",2009-03-05,"Schedule 1",2009-03-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds",NA,"Added to list","Terrestrial",2027-04-28
"Ent_rub_gen","Rusty Cord-moss","general","Special Concern",2017-04-28,"Entosthodon rubiginosus","Rusty Cord-moss",NA,"Endangered",2021-09-01,"Schedule 1",2006-08-15,"British Columbia, Saskatchewan","Mosses",NA,"Refer back","Terrestrial",2027-04-28
"Ore_mon_gen","Sage Thrasher","general","Endangered",2021-12-01,"Oreoscoptes montanus","Sage Thrasher",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"Alberta, British Columbia, Saskatchewan","Birds",NA,"Added to list","Terrestrial",2031-12-01
"Cat_sp._gen","Salish Sucker","general","Endangered",2024-05-09,"Catostomus sp. cf. catostomus","Salish Sucker",NA,"Threatened",NA,"Schedule 1",2005-01-12,"British Columbia","Fishes (freshwater)","Status change","Pending","Aquatic",2034-05-09
"Cop_fus_gen","Sand-verbena Moth","general","Endangered",2013-11-01,"Copablepharon fuscum","Sand-verbena Moth",NA,"Endangered",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Arthropods",NA,"Added to list","Terrestrial",2023-11-01
"Gru_can_gen","Sandhill Crane tabida subspecies","general","Not at Risk",1979-04-01,"Grus canadensis tabida",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Manitoba, Ontario","Birds",NA,NA,"Terrestrial",1989-04-01
"Bat_int_gen","Sandpaper Skate","general","Not at Risk",2007-04-22,"Bathyraja interrupta",NA,NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2017-04-22
"Amm_rob_gen","Scarlet Ammannia","general","Endangered",2001-05-01,"Ammannia robusta","Scarlet Ammannia",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia, Ontario","Vascular Plants",NA,"Added to list","Terrestrial",2011-05-01
"Ent_sch_gen","Schleicher's Silk Moss","general","Data Deficient",2005-05-05,"Entodon schleicheri",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Northwest Territories","Mosses",NA,NA,"Terrestrial",2015-05-05
"Cor_sco_gen","Scouler's Corydalis","general","Not at Risk",2006-11-24,"Corydalis scouleri","Scouler's Corydalis",NA,"No Status",2009-03-05,"No schedule",2003-06-05,"British Columbia","Vascular Plants",NA,"Delisted: Threatened to not at risk","Terrestrial",2016-11-24
"Enh_lut_gen","Sea Otter","general","Special Concern",2022-05-11,"Enhydra lutris","Sea Otter",NA,"Special Concern",2009-03-05,"Schedule 1",2003-06-05,"British Columbia, Pacific Ocean","Mammals (marine)",NA,"Downlisted","Aquatic",2032-05-11
"Lot_for_gen","Seaside Birds-foot Lotus","general","Endangered",2010-11-26,"Lotus formosissimus","Seaside Birds-foot Lotus",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2020-11-26
"Hyp_het_gen","Seaside Bone Lichen","general","Not at Risk",2022-05-11,"Hypogymnia heterophylla","Seaside Bone Lichen",NA,"Threatened",2010-02-23,"Schedule 1",2010-02-23,"British Columbia","Lichens",NA,"Added to list","Terrestrial",2032-05-11
"Het_sit_gen","Seaside Centipede Lichen","general","Threatened",2021-05-05,"Heterodermia sitchensis","Seaside Centipede Lichen",NA,"Endangered",NA,"Schedule 1",2003-06-05,"British Columbia","Lichens","Status change","Pending","Terrestrial",2031-05-05
"Bal_bor_Pac","Sei Whale","Pacific population","Endangered",2013-05-03,"Balaenoptera borealis","Sei Whale","Pacific population","Endangered",2005-01-12,"Schedule 1",2005-01-12,"Pacific Ocean","Mammals (marine)",NA,"Added to list","Aquatic",2023-05-03
"Acc_str_gen","Sharp-shinned Hawk","general","Not at Risk",1997-04-01,"Accipiter striatus",NA,NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds",NA,NA,"Terrestrial",2007-04-01
"Con_ten_gen","Sharp-tailed Snake","general","Non-active",2021-12-01,"Contia tenuis","Sharp-tailed Snake",NA,"Endangered",2003-06-05,"Schedule 1",2003-06-05,"British Columbia","Reptiles",NA,"Added to list","Terrestrial",2031-12-01
"Con_ten_Coa","Sharp-tailed Snake","Coast Mountains population","Endangered",2021-12-01,"Contia tenuis","Sharp-tailed Snake","Coast Mountains population","No Status",NA,"No schedule",NA,"British Columbia","Reptiles","Addition","Pending","Terrestrial",2031-12-01
"Con_ten_Pac","Sharp-tailed Snake","Pacific Coast population","Threatened",2021-12-01,"Contia tenuis","Sharp-tailed Snake","Pacific Coast population","No Status",NA,"No schedule",NA,"British Columbia","Reptiles","Addition","Pending","Terrestrial",2031-12-01
"Zac_ida_gen","Sheathed Slug","general","Special Concern",2016-04-29,"Zacoleus idahoensis","Sheathed Slug",NA,"Special Concern",2019-02-25,"Schedule 1",2019-02-25,"British Columbia","Molluscs",NA,"Added to list","Terrestrial",2026-04-29
"Del_del_gen","Short-beaked Common Dolphin","general","Not at Risk",1991-04-01,"Delphinus delphis",NA,NA,"No Status",NA,"No schedule",NA,"Atlantic Ocean, Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2001-04-01
"Asi_fla_gen","Short-eared Owl","general","Threatened",2021-05-05,"Asio flammeus","Short-eared Owl",NA,"Special Concern",NA,"Schedule 1",2012-06-20,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon","Birds","Status change","Pending","Terrestrial",2031-05-05
"Glo_mac_gen","Short-finned Pilot Whale","general","Not at Risk",1993-04-01,"Globicephala macrorhynchus",NA,NA,"No Status",NA,"No schedule",NA,"Pacific Ocean","Mammals (marine)",NA,NA,"Aquatic",2003-04-01
"Sym_fro_gen","Short-rayed Alkali Aster","general","Endangered",2006-04-29,"Symphyotrichum frondosum","Short-rayed Alkali Aster",NA,"Endangered",2007-12-13,"Schedule 1",2007-12-13,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2016-04-29
"Pho_alb_gen","Short-tailed Albatross","general","Threatened",2013-11-01,"Phoebastria albatrus","Short-tailed Albatross",NA,"Threatened",2005-07-14,"Schedule 1",2005-07-14,"British Columbia, Pacific Ocean","Birds",NA,"Added to list","Terrestrial",2023-11-01
"Fis_nut_gen","Shortface Lanx","general","Endangered",2016-04-29,"Fisherola nuttallii","Shortface Lanx",NA,"No Status",NA,"No schedule",NA,"British Columbia","Molluscs","Addition","Pending","Aquatic",2026-04-29
"Cot_con_gen","Shorthead Sculpin","general","Special Concern",2010-11-26,"Cottus confusus","Shorthead Sculpin",NA,"Special Concern",2013-03-08,"Schedule 1",2003-06-05,"British Columbia","Fishes (freshwater)",NA,"Downlisted: Threatened to special concern","Aquatic",2020-11-26
"Phl_spe_gen","Showy Phlox","general","Threatened",2004-11-01,"Phlox speciosa ssp. occidentalis","Showy Phlox",NA,"Threatened",2006-08-15,"Schedule 1",2006-08-15,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2014-11-01
"Lat_lit_gen","Silky Beach Pea","general","Threatened",2013-05-03,"Lathyrus littoralis","Silky Beach Pea",NA,"Threatened",2023-02-03,"Schedule 1",2023-02-03,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2023-05-03
"Fab_pus_gen","Silver Hair Moss","general","Endangered",2012-05-04,"Fabronia pusilla","Silver Hair Moss",NA,"Endangered",2005-01-12,"Schedule 1",2005-01-12,"British Columbia","Mosses",NA,"Added to list","Terrestrial",2022-05-04
"Las_noc_gen","Silver-haired Bat","general","Endangered",2023-05-05,"Lasionycteris noctivagans","Silver-haired Bat",NA,"No Status",NA,"No schedule",NA,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Quebec, Saskatchewan, Yukon","Mammals (terrestrial)","Addition","Pending","Terrestrial",2033-05-05
"Col_ten_gen","Slender Collomia","general","Endangered",2003-11-01,"Collomia tenella","Slender Collomia",NA,"Endangered",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2013-11-01
"Pla_ten_gen","Slender Popcornflower","general","Threatened",2008-11-28,"Plagiobothrys tenellus","Slender Popcornflower",NA,"Threatened",2011-02-04,"Schedule 1",2011-02-04,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2018-11-28
"Psi_ten_gen","Slender Woolly-heads","general","Not at Risk",1996-04-01,"Psilocarphus tenellus var. tenellus",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia","Vascular Plants",NA,NA,"Terrestrial",2006-04-01
"Zyg_gra_gen","Slender Yoke-moss","general","Endangered",2019-11-29,"Zygodon gracilis","Slender Yoke-moss",NA,"Endangered",2024-06-10,"Schedule 1",2024-06-10,"British Columbia","Mosses",NA,"Added to list","Terrestrial",2029-11-29
"Lip_mic_gen","Small-flowered Lipocarpha","general","Endangered",2002-11-01,"Lipocarpha micrantha","Small-flowered Lipocarpha",NA,"Endangered",2005-01-12,"Schedule 1",2005-01-12,"British Columbia, Ontario","Vascular Plants",NA,"Added to list","Terrestrial",2012-11-01
"Ton_ten_gen","Small-flowered Tonella","general","Endangered",2003-11-01,"Tonella tenella","Small-flowered Tonella",NA,"Endangered",2005-07-14,"Schedule 1",2005-07-14,"British Columbia","Vascular Plants",NA,"Added to list","Terrestrial",2013-11-01
"Lob_ret_gen","Smoker’s Lung Lichen","general","Threatened",2018-04-27,"Lobaria retigera","Smoker’s Lung Lichen",NA,"Threatened",2023-02-03,"Schedule 1",2023-02-03,"British Columbia","Lichens",NA,"Added to list","Terrestrial",2028-04-27
"Onc_ner_Ada","Sockeye Salmon","Adams-ES population (original)","Extinct",2021-12-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2031-12-01
"Onc_ner_Alo","Sockeye Salmon","Alouette-ES population (original)","Special Concern",2021-12-01,"Oncorhynchus nerka","Sockeye Salmon","Alouette-ES population (original)","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2031-12-01
"Onc_ner_And","Sockeye Salmon","Anderson-Seton-ES population","Not at Risk",2017-11-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2027-11-01
"Onc_ner_Bow","Sockeye Salmon","Bowron-ES population","Endangered",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Bowron-ES population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Chi","Sockeye Salmon","Chilko-ES population","Not at Risk",2017-11-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2027-11-01
"Onc_ner_Chi","Sockeye Salmon","Chilko-S population","Not at Risk",2017-11-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2027-11-01
"Onc_ner_Chi","Sockeye Salmon","Chilliwack-ES population","Not at Risk",2017-11-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2027-11-01
"Onc_ner_Coq","Sockeye Salmon","Coquitlam-ES population (original)","Special Concern",2021-12-01,"Oncorhynchus nerka","Sockeye Salmon","Coquitlam-ES population (original)","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2031-12-01
"Onc_ner_Cul","Sockeye Salmon","Cultus-L population","Endangered",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Cultus-L population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Fra","Sockeye Salmon","Francois-Fraser-S population","Special Concern",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Francois-Fraser-S population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Fra","Sockeye Salmon","Fraser-ES population (original)","Endangered",2021-12-01,"Oncorhynchus nerka","Sockeye Salmon","Fraser-ES population (original)","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2031-12-01
"Onc_ner_Har","Sockeye Salmon","Harrison (D/S)-L population","Special Concern",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Harrison (D/S)-L population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Har","Sockeye Salmon","Harrison (U/S)-L population","Endangered",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Harrison (U/S)-L population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Har","Sockeye Salmon","Harrison River (River-Type) population","Not at Risk",2017-11-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2027-11-01
"Onc_ner_Kam","Sockeye Salmon","Kamloops-ES population","Special Concern",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Kamloops-ES population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Lil","Sockeye Salmon","Lillooet-Harrison-L population","Special Concern",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Lillooet-Harrison-L population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
"Onc_ner_Mom","Sockeye Salmon","Momich-ES population (original)","Endangered",2021-12-01,"Oncorhynchus nerka","Sockeye Salmon","Momich-ES population (original)","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2031-12-01
"Onc_ner_Nad","Sockeye Salmon","Nadina-Francois-ES population","Not at Risk",2017-11-01,"Oncorhynchus nerka",NA,NA,"No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)",NA,NA,"Aquatic",2027-11-01
"Onc_ner_Nah","Sockeye Salmon","Nahatlatch-ES population","Special Concern",2017-11-01,"Oncorhynchus nerka","Sockeye Salmon","Nahatlatch-ES population","No Status",NA,"No schedule",NA,"British Columbia, Pacific Ocean","Fishes (marine)","Addition","Pending","Aquatic",2027-11-01
